CC	peptides
2627	METDB-00194-1-DN20597-c0-g1-i1.p1
2627	METDB-00194-1-DN20597-c0-g2-i1.p1
2627	METDB-00194-1-DN84106-c0-g1-i1.p1
2627	METDB-00194-1-DN98621-c0-g1-i1.p1
2627	METDB-00194-1-DN7271-c0-g1-i1.p1
2627	METDB-00194-1-DN83496-c0-g1-i1.p1
2628	METDB-00194-1-DN63238-c0-g1-i1.p1
2628	METDB-00194-1-DN17135-c0-g1-i1.p1
2628	METDB-00194-1-DN49626-c0-g1-i1.p1
2628	METDB-00194-1-DN42895-c0-g1-i1.p1
2628	METDB-00194-1-DN25441-c0-g2-i1.p1
2628	METDB-00194-1-DN25441-c0-g1-i1.p1
2628	METDB-00194-1-DN26509-c0-g1-i1.p1
2628	METDB-00194-1-DN99498-c0-g1-i1.p1
2629	METDB-00194-1-DN96997-c0-g1-i1.p1
2629	METDB-00194-1-DN14608-c0-g1-i1.p1
2629	METDB-00194-1-DN14608-c0-g2-i1.p1
2629	METDB-00194-1-DN36299-c0-g1-i2.p1
2629	METDB-00194-1-DN19642-c0-g1-i1.p1
2629	METDB-00194-1-DN19642-c0-g2-i1.p1
2629	METDB-00194-1-DN67879-c0-g1-i1.p1
2629	METDB-00194-1-DN36299-c0-g1-i3.p1
2630	METDB-00194-1-DN99417-c0-g1-i1.p1
2630	METDB-00194-1-DN24382-c0-g1-i1.p1
2630	METDB-00194-1-DN24382-c0-g2-i1.p1
2630	METDB-00194-1-DN60348-c0-g1-i1.p1
2630	METDB-00194-1-DN72995-c0-g1-i1.p1
2630	METDB-00194-1-DN75355-c0-g1-i1.p1
2630	METDB-00194-1-DN68354-c0-g1-i1.p1
2630	METDB-00194-1-DN94809-c0-g1-i1.p1
2631	METDB-00194-1-DN30726-c0-g1-i2.p1
2631	METDB-00194-1-DN30726-c0-g1-i4.p1
2631	METDB-00194-1-DN22380-c0-g1-i1.p1
2631	METDB-00194-1-DN30726-c0-g1-i1.p1
2631	METDB-00194-1-DN30726-c0-g1-i3.p1
2631	METDB-00194-1-DN44551-c0-g1-i1.p1
2631	METDB-00194-1-DN53994-c0-g1-i1.p1
2631	METDB-00194-1-DN64429-c0-g1-i1.p1
2632	METDB-00194-1-DN1168-c0-g1-i1.p1
2632	METDB-00194-1-DN1168-c0-g2-i1.p1
2632	METDB-00194-1-DN23013-c0-g2-i1.p1
2632	METDB-00194-1-DN61001-c0-g1-i1.p1
2632	METDB-00194-1-DN97048-c0-g1-i1.p1
2632	METDB-00194-1-DN7503-c1-g1-i1.p1
2632	METDB-00194-1-DN23013-c0-g3-i1.p1
2632	METDB-00194-1-DN23013-c0-g1-i1.p1
2633	METDB-00194-1-DN11680-c0-g1-i1.p1
2633	METDB-00194-1-DN11680-c0-g2-i1.p1
2633	METDB-00194-1-DN44686-c0-g1-i1.p2
2633	METDB-00194-1-DN55567-c0-g1-i1.p1
2633	METDB-00194-1-DN76043-c0-g1-i1.p1
2633	METDB-00194-1-DN81741-c0-g1-i1.p1
2633	METDB-00194-1-DN15200-c0-g1-i1.p2
2633	METDB-00194-1-DN36021-c0-g3-i1.p1
2634	METDB-00194-1-DN11685-c0-g1-i1.p1
2634	METDB-00194-1-DN71359-c0-g1-i1.p1
2634	METDB-00194-1-DN18761-c0-g1-i1.p1
2634	METDB-00194-1-DN74213-c0-g1-i1.p1
2634	METDB-00194-1-DN62275-c0-g1-i1.p1
2634	METDB-00194-1-DN71120-c0-g1-i1.p1
2634	METDB-00194-1-DN23910-c0-g1-i1.p1
2634	METDB-00194-1-DN54893-c0-g1-i1.p1
2635	METDB-00194-1-DN11693-c0-g1-i1.p1
2635	METDB-00194-1-DN3694-c0-g1-i1.p1
2635	METDB-00194-1-DN7495-c0-g1-i1.p1
2635	METDB-00194-1-DN3379-c0-g2-i1.p1
2635	METDB-00194-1-DN3379-c0-g1-i1.p1
2635	METDB-00194-1-DN50336-c0-g1-i1.p1
2635	METDB-00194-1-DN44034-c0-g1-i1.p1
2635	METDB-00194-1-DN5215-c0-g1-i1.p1
2636	METDB-00194-1-DN21753-c0-g1-i1.p3
2636	METDB-00194-1-DN74502-c0-g1-i1.p1
2636	METDB-00194-1-DN48488-c0-g1-i1.p1
2636	METDB-00194-1-DN62829-c0-g1-i1.p1
2636	METDB-00194-1-DN95049-c0-g1-i1.p1
2636	METDB-00194-1-DN9580-c0-g2-i1.p2
2636	METDB-00194-1-DN9580-c0-g1-i1.p2
2636	METDB-00194-1-DN60269-c0-g1-i1.p1
2637	METDB-00194-1-DN35971-c1-g1-i1.p1
2637	METDB-00194-1-DN85779-c0-g1-i1.p1
2637	METDB-00194-1-DN51544-c0-g1-i1.p1
2637	METDB-00194-1-DN35971-c1-g2-i1.p2
2637	METDB-00194-1-DN19171-c0-g1-i1.p1
2637	METDB-00194-1-DN19171-c0-g2-i1.p1
2637	METDB-00194-1-DN96045-c0-g1-i1.p1
2637	METDB-00194-1-DN38664-c3-g1-i2.p1
2638	METDB-00194-1-DN11797-c0-g1-i1.p1
2638	METDB-00194-1-DN88450-c0-g1-i1.p1
2638	METDB-00194-1-DN88450-c0-g2-i1.p1
2638	METDB-00194-1-DN73831-c0-g1-i1.p1
2638	METDB-00194-1-DN22534-c0-g1-i1.p1
2638	METDB-00194-1-DN85546-c0-g1-i1.p1
2638	METDB-00194-1-DN17909-c0-g1-i1.p1
2638	METDB-00194-1-DN94304-c0-g1-i1.p1
2639	METDB-00194-1-DN11831-c0-g1-i1.p1
2639	METDB-00194-1-DN11831-c0-g2-i1.p1
2639	METDB-00194-1-DN33494-c0-g1-i1.p1
2639	METDB-00194-1-DN33494-c0-g1-i2.p1
2639	METDB-00194-1-DN33494-c0-g1-i3.p2
2639	METDB-00194-1-DN74837-c0-g1-i1.p1
2639	METDB-00194-1-DN66088-c0-g1-i1.p1
2639	METDB-00194-1-DN33494-c0-g1-i4.p2
2640	METDB-00194-1-DN11916-c0-g1-i1.p1
2640	METDB-00194-1-DN38833-c0-g1-i1.p1
2640	METDB-00194-1-DN38833-c0-g1-i3.p1
2640	METDB-00194-1-DN59625-c0-g1-i1.p1
2640	METDB-00194-1-DN38833-c0-g1-i4.p1
2640	METDB-00194-1-DN38833-c0-g1-i2.p1
2640	METDB-00194-1-DN66444-c0-g1-i1.p1
2640	METDB-00194-1-DN72068-c0-g1-i1.p1
2641	METDB-00194-1-DN3406-c0-g1-i1.p1
2641	METDB-00194-1-DN52434-c0-g1-i1.p1
2641	METDB-00194-1-DN21325-c0-g1-i1.p1
2641	METDB-00194-1-DN48640-c0-g1-i1.p1
2641	METDB-00194-1-DN48640-c0-g2-i1.p1
2641	METDB-00194-1-DN48876-c0-g1-i1.p1
2641	METDB-00194-1-DN42951-c0-g1-i1.p1
2641	METDB-00194-1-DN59463-c0-g1-i1.p1
2642	METDB-00194-1-DN11954-c0-g1-i1.p2
2642	METDB-00194-1-DN11954-c0-g2-i1.p1
2642	METDB-00194-1-DN81998-c0-g1-i1.p1
2642	METDB-00194-1-DN5076-c0-g1-i1.p1
2642	METDB-00194-1-DN5076-c0-g2-i1.p1
2642	METDB-00194-1-DN8835-c0-g1-i1.p1
2642	METDB-00194-1-DN8835-c0-g2-i1.p1
2642	METDB-00194-1-DN82434-c0-g1-i1.p1
2643	METDB-00194-1-DN44146-c0-g1-i1.p1
2643	METDB-00194-1-DN22696-c1-g1-i1.p2
2643	METDB-00194-1-DN54279-c0-g1-i1.p1
2643	METDB-00194-1-DN40566-c1-g1-i1.p1
2643	METDB-00194-1-DN40566-c1-g1-i4.p1
2643	METDB-00194-1-DN40566-c1-g1-i2.p1
2643	METDB-00194-1-DN40566-c1-g1-i3.p1
2643	METDB-00194-1-DN29497-c0-g1-i1.p1
2644	METDB-00194-1-DN11964-c0-g1-i1.p2
2644	METDB-00194-1-DN35531-c0-g1-i1.p2
2644	METDB-00194-1-DN35531-c0-g1-i2.p2
2644	METDB-00194-1-DN35531-c0-g1-i3.p2
2644	METDB-00194-1-DN40517-c0-g1-i1.p3
2644	METDB-00194-1-DN40517-c0-g3-i3.p2
2644	METDB-00194-1-DN40517-c0-g3-i7.p2
2644	METDB-00194-1-DN85957-c0-g1-i1.p2
2645	METDB-00194-1-DN62702-c0-g1-i1.p1
2645	METDB-00194-1-DN4808-c0-g2-i1.p1
2645	METDB-00194-1-DN50471-c0-g1-i1.p1
2645	METDB-00194-1-DN34308-c0-g1-i1.p1
2645	METDB-00194-1-DN23275-c0-g2-i1.p1
2645	METDB-00194-1-DN23275-c0-g3-i1.p1
2645	METDB-00194-1-DN3935-c0-g1-i1.p1
2645	METDB-00194-1-DN70674-c0-g1-i1.p1
2646	METDB-00194-1-DN12004-c0-g1-i1.p1
2646	METDB-00194-1-DN12004-c0-g2-i1.p1
2646	METDB-00194-1-DN30698-c0-g1-i2.p1
2646	METDB-00194-1-DN30698-c0-g1-i1.p1
2646	METDB-00194-1-DN12484-c0-g1-i1.p1
2646	METDB-00194-1-DN5155-c0-g1-i1.p1
2646	METDB-00194-1-DN83616-c0-g1-i1.p1
2646	METDB-00194-1-DN30698-c0-g2-i1.p1
2647	METDB-00194-1-DN12007-c0-g1-i1.p1
2647	METDB-00194-1-DN82014-c0-g1-i1.p1
2647	METDB-00194-1-DN726-c0-g1-i1.p1
2647	METDB-00194-1-DN21810-c1-g1-i1.p1
2647	METDB-00194-1-DN98875-c0-g1-i1.p1
2647	METDB-00194-1-DN19693-c1-g1-i1.p1
2647	METDB-00194-1-DN62177-c0-g1-i1.p1
2647	METDB-00194-1-DN21810-c1-g2-i1.p1
2648	METDB-00194-1-DN12021-c0-g1-i1.p1
2648	METDB-00194-1-DN82684-c0-g1-i1.p1
2648	METDB-00194-1-DN23812-c0-g1-i1.p1
2648	METDB-00194-1-DN95200-c0-g1-i1.p1
2648	METDB-00194-1-DN4360-c1-g1-i1.p1
2648	METDB-00194-1-DN58114-c0-g1-i1.p1
2648	METDB-00194-1-DN74350-c0-g1-i1.p1
2648	METDB-00194-1-DN96981-c0-g1-i1.p1
2649	METDB-00194-1-DN1203-c0-g1-i1.p1
2649	METDB-00194-1-DN1203-c0-g2-i1.p1
2649	METDB-00194-1-DN94614-c0-g1-i1.p1
2649	METDB-00194-1-DN85430-c0-g1-i1.p1
2649	METDB-00194-1-DN39109-c0-g1-i3.p1
2649	METDB-00194-1-DN21772-c0-g1-i1.p1
2649	METDB-00194-1-DN21772-c0-g3-i1.p1
2649	METDB-00194-1-DN21772-c0-g2-i1.p1
2650	METDB-00194-1-DN34866-c0-g1-i1.p1
2650	METDB-00194-1-DN20844-c0-g1-i1.p1
2650	METDB-00194-1-DN51630-c0-g1-i1.p1
2650	METDB-00194-1-DN34866-c0-g2-i1.p1
2650	METDB-00194-1-DN86052-c0-g1-i1.p1
2650	METDB-00194-1-DN34866-c0-g3-i1.p2
2650	METDB-00194-1-DN33329-c0-g2-i1.p1
2650	METDB-00194-1-DN14253-c0-g1-i1.p1
2651	METDB-00194-1-DN12157-c0-g1-i1.p1
2651	METDB-00194-1-DN14629-c0-g1-i1.p1
2651	METDB-00194-1-DN31104-c0-g1-i1.p1
2651	METDB-00194-1-DN75834-c0-g1-i1.p1
2651	METDB-00194-1-DN48604-c0-g1-i1.p1
2651	METDB-00194-1-DN62355-c0-g1-i1.p1
2651	METDB-00194-1-DN2691-c0-g1-i1.p1
2651	METDB-00194-1-DN2691-c0-g2-i1.p1
2652	METDB-00194-1-DN12187-c0-g1-i1.p1
2652	METDB-00194-1-DN38723-c0-g1-i1.p1
2652	METDB-00194-1-DN38723-c0-g1-i6.p1
2652	METDB-00194-1-DN38723-c0-g1-i4.p1
2652	METDB-00194-1-DN38723-c0-g1-i2.p1
2652	METDB-00194-1-DN38723-c0-g1-i7.p1
2652	METDB-00194-1-DN38723-c0-g1-i3.p1
2652	METDB-00194-1-DN38723-c0-g1-i5.p1
2653	METDB-00194-1-DN3049-c0-g1-i1.p1
2653	METDB-00194-1-DN6151-c0-g1-i1.p1
2653	METDB-00194-1-DN13871-c0-g1-i1.p3
2653	METDB-00194-1-DN13871-c0-g2-i1.p2
2653	METDB-00194-1-DN14340-c0-g2-i1.p1
2653	METDB-00194-1-DN30796-c0-g1-i1.p1
2653	METDB-00194-1-DN30796-c0-g2-i1.p1
2653	METDB-00194-1-DN14340-c0-g1-i1.p1
2654	METDB-00194-1-DN73614-c0-g1-i1.p1
2654	METDB-00194-1-DN64339-c0-g1-i1.p1
2654	METDB-00194-1-DN4018-c0-g1-i1.p1
2654	METDB-00194-1-DN4018-c0-g2-i1.p1
2654	METDB-00194-1-DN71042-c0-g1-i1.p1
2654	METDB-00194-1-DN769-c0-g1-i1.p1
2654	METDB-00194-1-DN769-c0-g2-i1.p1
2654	METDB-00194-1-DN769-c0-g3-i1.p1
2655	METDB-00194-1-DN12315-c0-g1-i1.p1
2655	METDB-00194-1-DN6128-c0-g1-i1.p1
2655	METDB-00194-1-DN73624-c0-g1-i1.p1
2655	METDB-00194-1-DN82476-c0-g1-i1.p1
2655	METDB-00194-1-DN42515-c0-g1-i1.p1
2655	METDB-00194-1-DN51912-c0-g1-i1.p1
2655	METDB-00194-1-DN97199-c0-g1-i1.p1
2655	METDB-00194-1-DN55527-c0-g1-i1.p1
2656	METDB-00194-1-DN42262-c0-g1-i1.p1
2656	METDB-00194-1-DN36292-c0-g1-i1.p1
2656	METDB-00194-1-DN32362-c0-g2-i1.p1
2656	METDB-00194-1-DN31768-c2-g1-i1.p1
2656	METDB-00194-1-DN79044-c0-g1-i1.p2
2656	METDB-00194-1-DN36292-c0-g1-i2.p1
2656	METDB-00194-1-DN36292-c1-g1-i1.p1
2656	METDB-00194-1-DN36292-c2-g1-i1.p1
2657	METDB-00194-1-DN125-c0-g1-i1.p1
2657	METDB-00194-1-DN27738-c0-g1-i1.p1
2657	METDB-00194-1-DN84211-c0-g1-i1.p1
2657	METDB-00194-1-DN29250-c0-g1-i1.p1
2657	METDB-00194-1-DN29250-c0-g2-i1.p1
2657	METDB-00194-1-DN97430-c0-g1-i1.p1
2657	METDB-00194-1-DN2763-c0-g1-i1.p1
2657	METDB-00194-1-DN37219-c0-g1-i1.p1
2658	METDB-00194-1-DN65297-c0-g1-i1.p1
2658	METDB-00194-1-DN20035-c0-g1-i1.p1
2658	METDB-00194-1-DN20035-c0-g2-i1.p1
2658	METDB-00194-1-DN28288-c0-g1-i1.p1
2658	METDB-00194-1-DN28288-c0-g2-i1.p1
2658	METDB-00194-1-DN89719-c0-g1-i1.p1
2658	METDB-00194-1-DN21328-c0-g1-i1.p1
2658	METDB-00194-1-DN21328-c0-g2-i1.p1
2659	METDB-00194-1-DN12510-c0-g1-i1.p1
2659	METDB-00194-1-DN37679-c0-g1-i1.p1
2659	METDB-00194-1-DN37679-c0-g2-i6.p1
2659	METDB-00194-1-DN37679-c0-g2-i5.p2
2659	METDB-00194-1-DN37679-c0-g2-i1.p2
2659	METDB-00194-1-DN37679-c0-g2-i4.p2
2659	METDB-00194-1-DN37679-c0-g2-i2.p2
2659	METDB-00194-1-DN37679-c0-g2-i3.p3
2660	METDB-00194-1-DN12515-c0-g1-i1.p1
2660	METDB-00194-1-DN22829-c0-g1-i2.p1
2660	METDB-00194-1-DN22829-c0-g1-i1.p1
2660	METDB-00194-1-DN23580-c0-g1-i1.p1
2660	METDB-00194-1-DN23580-c2-g1-i1.p1
2660	METDB-00194-1-DN93526-c0-g1-i1.p1
2660	METDB-00194-1-DN82388-c0-g1-i1.p1
2660	METDB-00194-1-DN23580-c1-g1-i1.p1
2661	METDB-00194-1-DN60704-c0-g1-i1.p1
2661	METDB-00194-1-DN75034-c0-g1-i1.p1
2661	METDB-00194-1-DN98677-c0-g1-i1.p1
2661	METDB-00194-1-DN33826-c0-g2-i1.p1
2661	METDB-00194-1-DN33826-c0-g1-i1.p1
2661	METDB-00194-1-DN33826-c0-g1-i2.p1
2661	METDB-00194-1-DN42844-c0-g1-i1.p1
2661	METDB-00194-1-DN3846-c0-g1-i1.p1
2662	METDB-00194-1-DN12522-c0-g1-i1.p4
2662	METDB-00194-1-DN32293-c0-g2-i1.p1
2662	METDB-00194-1-DN32293-c0-g3-i1.p1
2662	METDB-00194-1-DN32293-c0-g1-i1.p1
2662	METDB-00194-1-DN32767-c0-g1-i1.p1
2662	METDB-00194-1-DN5785-c0-g1-i1.p1
2662	METDB-00194-1-DN30050-c0-g1-i1.p1
2662	METDB-00194-1-DN30050-c0-g1-i2.p1
2663	METDB-00194-1-DN52791-c0-g1-i1.p1
2663	METDB-00194-1-DN35445-c0-g2-i1.p1
2663	METDB-00194-1-DN35445-c0-g1-i1.p1
2663	METDB-00194-1-DN1629-c0-g1-i1.p1
2663	METDB-00194-1-DN35445-c0-g3-i1.p2
2663	METDB-00194-1-DN60648-c0-g1-i1.p1
2663	METDB-00194-1-DN65344-c0-g1-i1.p1
2663	METDB-00194-1-DN776-c0-g1-i1.p1
2664	METDB-00194-1-DN12579-c0-g1-i1.p1
2664	METDB-00194-1-DN84684-c0-g1-i1.p1
2664	METDB-00194-1-DN63201-c0-g1-i1.p1
2664	METDB-00194-1-DN63201-c0-g2-i1.p1
2664	METDB-00194-1-DN46394-c0-g1-i1.p1
2664	METDB-00194-1-DN38107-c0-g1-i1.p1
2664	METDB-00194-1-DN38107-c0-g1-i2.p2
2664	METDB-00194-1-DN93410-c0-g1-i1.p1
2665	METDB-00194-1-DN5979-c1-g1-i1.p1
2665	METDB-00194-1-DN99216-c0-g1-i1.p1
2665	METDB-00194-1-DN27897-c0-g1-i1.p1
2665	METDB-00194-1-DN27897-c0-g1-i2.p1
2665	METDB-00194-1-DN31906-c0-g1-i1.p1
2665	METDB-00194-1-DN41141-c0-g2-i3.p1
2665	METDB-00194-1-DN41141-c0-g2-i4.p1
2665	METDB-00194-1-DN41141-c0-g2-i2.p2
2666	METDB-00194-1-DN36506-c3-g1-i1.p2
2666	METDB-00194-1-DN36506-c2-g1-i1.p1
2666	METDB-00194-1-DN63749-c0-g1-i1.p1
2666	METDB-00194-1-DN40158-c1-g1-i1.p1
2666	METDB-00194-1-DN20662-c0-g1-i1.p1
2666	METDB-00194-1-DN36506-c0-g2-i1.p1
2666	METDB-00194-1-DN36506-c4-g1-i1.p1
2666	METDB-00194-1-DN36506-c0-g1-i1.p1
2667	METDB-00194-1-DN96790-c0-g1-i1.p1
2667	METDB-00194-1-DN12883-c0-g1-i1.p1
2667	METDB-00194-1-DN7629-c0-g1-i1.p1
2667	METDB-00194-1-DN7629-c0-g2-i1.p1
2667	METDB-00194-1-DN70613-c0-g1-i1.p1
2667	METDB-00194-1-DN12883-c1-g1-i1.p1
2667	METDB-00194-1-DN46364-c0-g1-i1.p1
2667	METDB-00194-1-DN55268-c0-g1-i1.p1
2668	METDB-00194-1-DN52373-c0-g1-i1.p1
2668	METDB-00194-1-DN21648-c0-g1-i1.p1
2668	METDB-00194-1-DN40683-c0-g1-i6.p1
2668	METDB-00194-1-DN40683-c0-g1-i4.p1
2668	METDB-00194-1-DN40683-c0-g1-i2.p1
2668	METDB-00194-1-DN40683-c0-g1-i3.p1
2668	METDB-00194-1-DN40683-c0-g1-i1.p1
2668	METDB-00194-1-DN40683-c0-g1-i5.p1
2669	METDB-00194-1-DN35325-c0-g1-i3.p1
2669	METDB-00194-1-DN35325-c0-g1-i1.p1
2669	METDB-00194-1-DN35325-c0-g1-i2.p1
2669	METDB-00194-1-DN88831-c0-g1-i1.p2
2669	METDB-00194-1-DN8120-c0-g2-i1.p1
2669	METDB-00194-1-DN8120-c0-g1-i1.p1
2669	METDB-00194-1-DN96143-c0-g1-i1.p1
2669	METDB-00194-1-DN88399-c0-g1-i1.p1
2670	METDB-00194-1-DN129-c0-g1-i1.p1
2670	METDB-00194-1-DN62613-c0-g1-i1.p1
2670	METDB-00194-1-DN3865-c0-g2-i1.p1
2670	METDB-00194-1-DN3865-c0-g1-i1.p1
2670	METDB-00194-1-DN3598-c0-g1-i1.p1
2670	METDB-00194-1-DN3598-c0-g2-i1.p1
2670	METDB-00194-1-DN38682-c0-g3-i1.p1
2670	METDB-00194-1-DN38682-c0-g1-i1.p3
2671	METDB-00194-1-DN95229-c0-g1-i1.p1
2671	METDB-00194-1-DN9443-c0-g1-i1.p1
2671	METDB-00194-1-DN40389-c1-g2-i2.p1
2671	METDB-00194-1-DN97700-c0-g1-i1.p1
2671	METDB-00194-1-DN40389-c1-g2-i8.p1
2671	METDB-00194-1-DN31075-c0-g3-i1.p1
2671	METDB-00194-1-DN40389-c1-g3-i1.p1
2671	METDB-00194-1-DN40389-c1-g1-i1.p1
2672	METDB-00194-1-DN30694-c0-g1-i1.p1
2672	METDB-00194-1-DN34249-c1-g2-i1.p1
2672	METDB-00194-1-DN34249-c1-g2-i2.p1
2672	METDB-00194-1-DN23196-c0-g1-i1.p1
2672	METDB-00194-1-DN23196-c0-g2-i1.p1
2672	METDB-00194-1-DN93680-c0-g1-i1.p1
2672	METDB-00194-1-DN45691-c0-g1-i1.p1
2672	METDB-00194-1-DN89694-c0-g1-i1.p1
2673	METDB-00194-1-DN12967-c1-g1-i1.p1
2673	METDB-00194-1-DN88040-c0-g1-i1.p1
2673	METDB-00194-1-DN553-c0-g1-i1.p1
2673	METDB-00194-1-DN13869-c0-g1-i1.p1
2673	METDB-00194-1-DN60751-c0-g1-i1.p1
2673	METDB-00194-1-DN41983-c0-g1-i1.p1
2673	METDB-00194-1-DN4581-c0-g1-i1.p1
2673	METDB-00194-1-DN4581-c0-g2-i1.p1
2674	METDB-00194-1-DN12969-c0-g1-i1.p1
2674	METDB-00194-1-DN12969-c0-g2-i1.p1
2674	METDB-00194-1-DN37109-c0-g1-i3.p1
2674	METDB-00194-1-DN37109-c0-g1-i2.p1
2674	METDB-00194-1-DN37341-c9-g1-i1.p1
2674	METDB-00194-1-DN25410-c1-g1-i1.p1
2674	METDB-00194-1-DN37109-c0-g1-i1.p1
2674	METDB-00194-1-DN37109-c0-g1-i4.p1
2675	METDB-00194-1-DN53584-c0-g1-i1.p1
2675	METDB-00194-1-DN15682-c1-g1-i1.p1
2675	METDB-00194-1-DN531-c0-g1-i1.p2
2675	METDB-00194-1-DN531-c0-g2-i1.p1
2675	METDB-00194-1-DN85505-c0-g1-i1.p1
2675	METDB-00194-1-DN88504-c0-g1-i1.p1
2675	METDB-00194-1-DN84023-c0-g1-i1.p1
2675	METDB-00194-1-DN43500-c0-g1-i1.p1
2676	METDB-00194-1-DN37662-c0-g1-i2.p1
2676	METDB-00194-1-DN37662-c0-g1-i1.p1
2676	METDB-00194-1-DN37662-c0-g1-i4.p1
2676	METDB-00194-1-DN37662-c0-g1-i3.p1
2676	METDB-00194-1-DN59404-c0-g1-i1.p1
2676	METDB-00194-1-DN37662-c2-g1-i1.p1
2676	METDB-00194-1-DN7083-c0-g1-i1.p1
2676	METDB-00194-1-DN84148-c0-g1-i1.p1
2677	METDB-00194-1-DN12975-c0-g1-i1.p1
2677	METDB-00194-1-DN1719-c0-g1-i1.p2
2677	METDB-00194-1-DN17459-c0-g1-i1.p1
2677	METDB-00194-1-DN29908-c0-g2-i1.p1
2677	METDB-00194-1-DN29908-c0-g1-i1.p1
2677	METDB-00194-1-DN29908-c1-g1-i1.p1
2677	METDB-00194-1-DN7162-c0-g1-i1.p1
2677	METDB-00194-1-DN33454-c0-g1-i1.p1
2678	METDB-00194-1-DN37064-c0-g2-i1.p1
2678	METDB-00194-1-DN30967-c0-g3-i1.p1
2678	METDB-00194-1-DN30967-c0-g2-i1.p1
2678	METDB-00194-1-DN30967-c0-g1-i1.p1
2678	METDB-00194-1-DN55767-c0-g1-i1.p1
2678	METDB-00194-1-DN74058-c0-g1-i1.p1
2678	METDB-00194-1-DN42792-c0-g1-i1.p1
2678	METDB-00194-1-DN62378-c0-g1-i1.p1
2679	METDB-00194-1-DN1302-c0-g1-i1.p2
2679	METDB-00194-1-DN85553-c0-g1-i1.p2
2679	METDB-00194-1-DN45083-c0-g1-i1.p1
2679	METDB-00194-1-DN50207-c0-g1-i1.p1
2679	METDB-00194-1-DN17095-c0-g1-i1.p2
2679	METDB-00194-1-DN32461-c0-g1-i1.p2
2679	METDB-00194-1-DN9736-c0-g1-i1.p2
2679	METDB-00194-1-DN78569-c0-g1-i1.p1
2680	METDB-00194-1-DN1303-c0-g1-i1.p1
2680	METDB-00194-1-DN1303-c0-g2-i1.p1
2680	METDB-00194-1-DN74166-c0-g1-i1.p1
2680	METDB-00194-1-DN91497-c0-g1-i1.p2
2680	METDB-00194-1-DN43508-c0-g1-i1.p1
2680	METDB-00194-1-DN75311-c0-g2-i1.p1
2680	METDB-00194-1-DN88059-c0-g1-i1.p1
2680	METDB-00194-1-DN75311-c0-g1-i1.p1
2681	METDB-00194-1-DN29699-c0-g2-i1.p1
2681	METDB-00194-1-DN71243-c0-g1-i1.p1
2681	METDB-00194-1-DN21662-c0-g1-i1.p1
2681	METDB-00194-1-DN21662-c0-g2-i1.p1
2681	METDB-00194-1-DN33077-c0-g1-i1.p1
2681	METDB-00194-1-DN49471-c0-g1-i1.p1
2681	METDB-00194-1-DN71155-c0-g1-i1.p1
2681	METDB-00194-1-DN71155-c0-g2-i1.p1
2682	METDB-00194-1-DN13106-c0-g1-i1.p1
2682	METDB-00194-1-DN36511-c0-g1-i1.p1
2682	METDB-00194-1-DN36511-c0-g1-i3.p1
2682	METDB-00194-1-DN36511-c0-g1-i4.p1
2682	METDB-00194-1-DN36511-c0-g1-i2.p1
2682	METDB-00194-1-DN61997-c0-g1-i1.p1
2682	METDB-00194-1-DN36511-c2-g1-i1.p1
2682	METDB-00194-1-DN36511-c4-g1-i1.p1
2683	METDB-00194-1-DN13130-c0-g1-i1.p1
2683	METDB-00194-1-DN37875-c0-g1-i5.p1
2683	METDB-00194-1-DN37875-c0-g1-i6.p1
2683	METDB-00194-1-DN37875-c0-g1-i4.p1
2683	METDB-00194-1-DN37875-c0-g1-i1.p1
2683	METDB-00194-1-DN37875-c0-g1-i2.p1
2683	METDB-00194-1-DN37875-c0-g1-i3.p1
2683	METDB-00194-1-DN77212-c0-g1-i1.p1
2684	METDB-00194-1-DN13133-c0-g1-i1.p1
2684	METDB-00194-1-DN60116-c0-g1-i1.p1
2684	METDB-00194-1-DN42068-c0-g1-i1.p1
2684	METDB-00194-1-DN42068-c0-g2-i1.p1
2684	METDB-00194-1-DN63277-c0-g1-i1.p1
2684	METDB-00194-1-DN70828-c0-g1-i1.p1
2684	METDB-00194-1-DN67605-c0-g1-i1.p1
2684	METDB-00194-1-DN15629-c0-g1-i1.p1
2685	METDB-00194-1-DN13161-c0-g1-i1.p1
2685	METDB-00194-1-DN43155-c0-g1-i1.p1
2685	METDB-00194-1-DN25801-c0-g1-i1.p1
2685	METDB-00194-1-DN25801-c0-g1-i2.p1
2685	METDB-00194-1-DN61339-c0-g1-i1.p1
2685	METDB-00194-1-DN82226-c0-g1-i1.p1
2685	METDB-00194-1-DN53695-c0-g1-i1.p1
2685	METDB-00194-1-DN51581-c0-g1-i1.p1
2686	METDB-00194-1-DN81920-c0-g1-i1.p2
2686	METDB-00194-1-DN33290-c0-g1-i1.p1
2686	METDB-00194-1-DN33290-c0-g1-i2.p1
2686	METDB-00194-1-DN9795-c0-g1-i1.p1
2686	METDB-00194-1-DN40554-c0-g1-i2.p1
2686	METDB-00194-1-DN40554-c0-g1-i1.p1
2686	METDB-00194-1-DN70631-c0-g1-i1.p1
2686	METDB-00194-1-DN64004-c0-g1-i1.p2
2687	METDB-00194-1-DN38681-c0-g2-i1.p1
2687	METDB-00194-1-DN38681-c0-g1-i1.p1
2687	METDB-00194-1-DN38681-c1-g2-i1.p1
2687	METDB-00194-1-DN38681-c2-g1-i2.p1
